quarter,Consumption_growth,Government_growth,Investment_growth,Exports_growth,Imports_growth,CPI_growth,Population_growth,Unemp_growth_pct,M.BCPI_growth,M.BCNE_growth,M.ENER_growth,M.MTLS_growth,M.FOPR_growth,M.AGRI_growth,M.FISH_growth,US_GDP_growth,TPUQ_growth,TARIFFVOL_growth
1992Q2,0.41247522278389237,-0.5631434104576449,-4.135750276090555,2.828821844811813,1.0656178981067077,0.7202881152460927,0.3130495963713953,3.7735849056603765,3.7366740624492856,2.288934165287171,6.90607949209503,1.1914512413616407,1.2633530746665178,4.843558854631036,4.691515994436712,1.0843032755055937,-11.053093027542559,-22.31465480799174
1992Q3,0.5343682163569063,-0.021141378161593227,2.019161105386069,1.5275612451783438,1.6602555240194272,0.35756853396902155,0.35927160030957417,4.84845454545455,0.550353426015282,-0.7344931685910883,3.331615132749133,1.8451771192978583,0.30882332845958427,-3.5083555819242496,-14.716525934861268,0.9881101865980568,33.37580191307477,-12.756711005735822
1992Q4,0.3662825995695007,1.6070845000929035,-4.13924519646417,2.735923869944479,-2.079525137095062,0.39588281868567776,0.36273674658979793,1.7341045474290606,-0.9364461738002539,-1.7024612008151863,0.7946321927914113,-8.24909971439216,1.8336125982535645,-0.3586727060318595,7.439762226694646,1.0428555994048683,7.163989272532434,-30.75140516238474
1993Q1,0.5345873695401959,-0.9566933851305803,-1.108023043934403,3.6219781762043546,4.538621788325647,0.6703470031545589,0.20869786684265534,-5.113637816374372,4.659718767184251,9.288083694820127,-4.7504199747666505,-0.9406255498260796,20.817893596243643,3.313723876912955,16.9449454558108,0.16694372234020705,-5.46515772560785,62.00202324082298
1993Q2,0.3644970884987053,0.42693409742120547,2.3767425412719367,2.8645630525542254,3.143548204328672,0.3133568350959681,0.23572908881255294,4.4910193086884265,-3.107447114602735,-4.967312631333165,1.094067883436045,-1.0807192042846192,-11.393456236505573,1.3777450375296096,-7.313771095032406,0.5821709439287392,-11.349353891374559,70.12062267033666
1993Q3,0.6607805831913005,-1.1558421384664674,2.1679453150565298,0.7679571287027676,0.5777259192471851,0.35142522452167313,0.29334778138170314,-1.7191982003433304,-3.7829393309490977,-2.2449480990111126,-7.092029158613322,-0.272095689286056,-5.030927835051546,1.3040318937920903,-16.63946837596776,0.477154822775705,10.924281411231496,-20.94274738517752
1993Q4,0.25332364228207727,-0.08146378229285656,1.3803749210388183,2.91285287757328,2.6151545626782013,0.46692607003890885,0.35508397419619087,-1.166151943484528,3.00980905223891,6.15909019509282,-3.4150408277753286,-3.294831311284696,16.11994894669666,1.0274702905996413,10.87034659820283,1.360149302911906,46.25928033947808,45.92958518076819
1994Q1,1.63442387663022,-1.4566301064707354,1.295322009504285,0.6538789942960088,-0.04992034768054321,-0.6196746707978096,0.1707494721766345,-2.3599115044247942,2.633978584269059,5.992631283014971,-4.440106162422075,8.93233082706766,5.690651558073667,4.265730240055254,5.93391070766951,0.9703629882517051,-36.28819266773699,-23.76302616021635
1994Q2,0.15651468210773345,1.2657856763614639,3.139714705283536,7.106208392856583,4.605615906102867,-0.3117692907248837,0.24856625999123416,-3.625378738785101,0.2678072802964948,-1.5230410564963104,4.573811594080568,4.095343272593421,-3.5573376790462463,-3.4912396937573753,-0.4251691386226275,1.355182630845131,-3.603199271944979,-20.105277862388384
1994Q3,0.43697749196141,0.0948891726629153,0.06215954001940194,3.94215000132494,0.9219243151394219,0.5863956215793609,0.32246014937049594,-4.70219583140935,-0.36835909315307,-0.07796773553343517,-1.0203834510595255,6.284653371559923,1.7697934499855794,-9.153492629531456,0.7881102915349381,0.5845845553328566,-18.61267095340786,-28.56614164471236
1994Q4,1.1691675283888037,-0.5177001388246172,0.7043169846166819,3.9623143904415015,4.743533995442917,0.3886513797124014,0.33002348946298277,-3.6183959271039234,0.794074299944092,3.138167321633767,-4.493071584115638,10.110156500659517,2.8706879601511748,-2.6721803564306645,-0.7884820631221201,1.1455701559946796,30.29136053161836,45.613519711360695
1995Q1,-0.03828980636749746,-0.11532013450785694,-2.4845471255361073,2.763654792460235,0.019594753919771613,0.9678668215253428,0.15647999001386914,-1.3651843935279517,2.718918987054564,4.063329619389533,-0.7173233591228012,2.5339679045121466,3.867309448467715,4.98425570461114,13.064501964916886,0.3547805075420518,-22.745942336643708,106.98707996374507
1995Q2,0.7668808762543833,-0.29429266273414134,-0.2359357502500381,-2.160638673019455,0.8009031743923423,0.7668711656441785,0.2389651849079799,-1.3840796326671234,0.9179040373051617,0.1083896210328783,3.298584232165269,-2.2513656600953613,-0.1911752678498413,3.3568214968054955,-0.6922363700794687,0.298322846097121,41.89100549937053,-23.902843459602995
1995Q3,1.0887099941095713,-0.8079635167658084,-0.2416348913928279,0.10352079087716515,-0.44470504526109567,0.19025875190257224,0.310733350219361,-0.7017578947368541,3.3512488144167074,7.05354195550274,-6.472268249831381,2.533649187035647,9.37323950875253,8.584603764584276,-2.8605925513142005,0.8507255022384363,-38.92308132304391,-34.66673171067593
1995Q4,0.0360496988607073,-0.9149322302699381,0.4810046124906542,3.774330653239133,1.0690816684423954,0.11393847322447304,0.32066754052266777,-1.4134240782128549,2.3331058662964477,1.1655586664528927,5.781489263202877,-3.9654285204204998,3.905225697696202,1.4973457807065937,0.2697248906758709,0.6790820510536255,-5.96821817643558,-32.67960320415848
1996Q1,1.365666958688272,0.07293320176755547,2.2028841797526066,0.2806966285100021,2.164326426651564,0.3793626707131903,0.17207282800535406,2.1505376344086002,0.1747588442921666,-3.885542903123551,11.702772307226184,-1.2050696031581043,-7.775574583145561,0.9125667291876693,-5.539579537983608,0.7490501226268043,38.981438605963014,-28.434760248408743
1996Q2,0.18955530356430383,-0.008903897268808247,0.025510204081635734,3.880772512538755,-0.15605773174733883,0.7180650037792891,0.22875106840773984,-0.7017578947368541,2.830286127466186,2.743705207078073,3.0800991538768807,-2.2270186507277745,0.4495567956373625,11.443328448368305,0.1604513890733683,1.6679441018912833,-15.785660577477756,83.14437887744471
1996Q3,0.42091288540984095,-1.526659652849005,4.083936433077873,2.084762825360742,3.862287652811336,0.18761726078799779,0.32527036038259016,2.4735053877563917,-1.1886824041520194,-2.1580779772339964,0.9297498008200789,-6.065683266729316,3.5336582897950164,-7.017656397838234,1.4173487303801746,0.8970337411311258,-18.928987387780804,-21.62929710454753
1996Q4,1.831338366569235,-0.2243939688259866,4.771660058887561,-2.6714027440138732,2.151657391126993,0.7490636704119868,0.3309263038860477,1.7241309750299694,2.616062351745163,-2.7444794952681373,15.85423259923382,-0.43145525760771575,-0.16445050039937126,-10.234387126817401,27.117101567526003,1.0383695301930063,4.699224219309062,143.12194106264525
1997Q1,1.734837187945426,0.8129917559547728,1.8583127578327474,5.66260292720302,6.091828153454304,0.4832713754646889,0.1458519575365802,-4.067796748060914,-1.9846773660920691,-1.2338631203373418,-2.599781215814978,4.860985027294618,-3.955195783132548,-2.9396507003285666,8.27439217574133,0.6454431985977394,3.4259866420715657,-14.469100339204132
1997Q2,0.8618154873917927,-0.7435055638056243,2.707066905053157,1.2709074775539841,2.2191997992655033,0.14798372179058994,0.22343720337665296,-1.4134240782128549,-5.264872028121248,1.0193894172665585,-17.770318837603327,-0.6937310262832619,1.0780297536211902,2.7238355405111214,0.4563954261654013,1.665217830555843,8.50638264426542,0.8649422434391596
1997Q3,1.304562031560197,0.2049640893522664,3.0208856329273948,2.878065555545084,4.206474288344331,0.3324713705208815,0.29490899661586134,-4.659494623655947,-2.1907415090984372,-3.488946684005201,0.63296572931546,-0.8113260182257886,-5.256064690026941,-1.9887075328078874,-15.947796481936827,1.2485689750959317,-8.316078713044817,-2.394997202910387
1997Q4,0.6837370720168545,-0.020421007525639467,0.9697271530717533,1.8045904641978083,1.462892324165166,0.03681885125181861,0.297071338450805,-1.1278307846679825,0.46541505569224206,-3.8535645472061786,10.317361832818882,-6.212060843274669,-3.3617487233541743,-4.773795245866164,33.04799452725571,0.8538602727445443,26.199925355112953,-16.048091002431597
1998Q1,0.061021270271344186,2.6897616281211123,-0.2082188305923105,3.2557679289879626,1.2618720979316267,0.5888847994111046,0.1124061878746252,-1.9011332244208146,-9.672943986681304,-5.420631472735671,-18.668316448843882,-5.3253033123836335,-5.680277871907824,-5.182416947122837,-3.6289586025397336,1.0037531320823412,-25.69076071244818,-27.9042646357741
1998Q2,1.211397591772445,-1.0245073104563684,0.22277533583998643,1.1251617174942385,0.5419164562832313,2.220446049250313e-14,0.17208315325445422,-3.1007790697674453,-1.7028835494771188,-0.5556461052912298,-4.396345311054805,-2.733235670639178,-0.8353168365743069,2.523789822093492,-4.068881759531607,0.9256878799962953,4.536765018778288,-34.30687207995452
1998Q3,0.5672637988330065,0.3801780313762215,0.1983260296749334,2.028860650441522,-2.246937701961371,0.1097694840834107,0.2493103432226862,-1.5999960639998423,-4.774586265931157,-4.748636648091297,-4.853482337411064,-4.008141112618713,-0.30456048186224827,-12.3083131557708,-5.836766653738367,1.258940271371034,12.37579858326563,-1.85522404804489
1998Q4,0.29957133937152935,-0.26879250137842314,1.116935441342437,3.9217259140420513,4.043135258938801,0.43859649122803823,0.2535750665400016,-2.032512195121927,-2.414245762228162,-3.3381826145447047,-0.14729219921506553,-2.0467588273542003,-2.7448753619896626,-5.6724877079952325,-2.3609869827083907,1.609196570958149,-1.4079056221658948,31.558326163182638
1999Q1,1.4672225175568654,1.1132793860673784,1.1091177125055696,3.6526656618552256,1.9177851835998405,0.29112081513831267,0.09419932541534504,-1.6597591983602222,1.0922330097087096,3.2981081999579276,-3.2518700393993183,-1.4863343819446317,4.771246409304286,5.417897034279107,5.441470267516757,0.9394337487217186,8.068582939301017,64.40937970988381
1999Q2,1.0183260077098355,0.6408253596302815,2.5529046855979676,0.14109900446812595,1.875948411418693,0.7619738751814209,0.18036612350176284,0.0,9.6689278120887,3.4842004668577786,22.14910339264813,3.430597058651208,3.5754090321430176,4.101814638899048,-3.4927740265034313,0.8347428958686454,-8.743226028235163,-0.06235963844760661
1999Q3,1.2392622295255507,1.5855563352725754,0.8050833249505507,3.478473581213315,2.413408095407532,0.6481814908174455,0.28563703888042635,-5.063291139240511,7.539829077864524,1.7651956702747773,19.51714474383546,6.222914601331242,2.8364825894202195,-3.8817005545286665,2.101739195050323,1.3258832295057754,-4.031264546162605,-8.73433396339819
1999Q4,0.963366200486937,0.13179173086472762,2.445190283104526,2.7491844357240725,5.1628129867018036,0.6440071556350624,0.29873736262340245,-7.111106666666666,3.677904367128204,0.3109147439044335,10.026682118937579,6.384992800384004,-3.815084547128733,2.2906523855891203,0.40832429989234864,1.6406670865683814,30.56239495457738,-21.14997456248785
2000Q1,1.0658014207124866,1.1340153745398096,0.8977797403744381,3.32939452837413,2.131251751549912,0.6398862424457974,0.11073685759848129,-1.4354066298848611,7.957180033120426,4.561767759157664,11.019320861018379,4.5806023084731695,3.830421444267973,6.1778634492277495,2.36635601011701,0.36279340872638066,-21.137071313724565,53.793524630698016
2000Q2,0.8651053901297612,1.1021240879813154,0.6828706310921806,1.4836097548810878,0.5757934728533698,0.4592016955139444,0.22327945291784612,-2.9126212178339106,5.3809153363208795,-2.7728136612486964,16.407504040509924,-4.378774805867125,-5.572959777039699,3.9334782706143656,2.610905730129409,1.8212878131352639,15.282108948218088,-5.003979258295033
2000Q3,1.2819438077149803,0.46763406390790685,1.2017809370695076,0.8272339529250772,0.9795223054264168,0.9142053445851062,0.2997316796773841,3.499994825000252,4.086173553203443,-4.9568934078277564,15.686097974733926,1.0652430007268565,-8.463894190226807,-4.017510566721305,-5.35043691118684,0.10193258635609048,-15.527215480409684,-6.633649115904139
2000Q4,0.23485684208075508,0.6102939128443285,0.45068518676432134,0.17895596255850243,-0.8749077425930452,1.0801393728222974,0.32014555299808567,0.0,5.740799936069063,-3.2216475066382144,17.439388540041058,-3.608451961708248,-3.716543832428254,-1.7165067739108864,-5.0431679521123485,0.5970387927816567,-13.094713298948324,-22.135804228669354
2001Q1,0.77414060715848,1.2808563650625215,2.7218477249289386,-1.6761921973479144,-2.6660609619624798,0.24129610479144414,0.13147102636439367,1.4492753623188248,-5.848566435217995,-1.0483077996637724,-10.278571254181001,-0.8323256232793952,-2.0130932896890275,-0.19659389644532954,13.515337398521844,-0.3277988076401672,-12.7610091009,15.233654016889453
