quarter,qoq_pct
1990Q1,
1990Q2,0.37656806920745023
1990Q3,0.44936029130735466
1990Q4,0.420350622727228
1991Q1,0.16941497707236852
1991Q2,0.26493615607730003
1991Q3,0.49714101619844353
1991Q4,0.32066787885618453
1992Q1,0.19251740487107316
1992Q2,0.3130495963713953
1992Q3,0.35927160030957417
1992Q4,0.36273674658979793
1993Q1,0.20869786684265534
1993Q2,0.23572908881255294
1993Q3,0.29334778138170314
1993Q4,0.35508397419619087
1994Q1,0.1707494721766345
1994Q2,0.24856625999123416
1994Q3,0.32246014937049594
1994Q4,0.33002348946298277
1995Q1,0.15647999001386914
1995Q2,0.2389651849079799
1995Q3,0.310733350219361
1995Q4,0.32066754052266777
1996Q1,0.17207282800535406
1996Q2,0.22875106840773984
1996Q3,0.32527036038259016
1996Q4,0.3309263038860477
1997Q1,0.1458519575365802
1997Q2,0.22343720337665296
1997Q3,0.29490899661586134
1997Q4,0.297071338450805
1998Q1,0.1124061878746252
1998Q2,0.17208315325445422
1998Q3,0.2493103432226862
1998Q4,0.2535750665400016
1999Q1,0.09419932541534504
1999Q2,0.18036612350176284
1999Q3,0.28563703888042635
1999Q4,0.29873736262340245
2000Q1,0.11073685759848129
2000Q2,0.22327945291784612
2000Q3,0.2997316796773841
2000Q4,0.32014555299808567
2001Q1,0.13147102636439367
2001Q2,0.28079990161054
2001Q3,0.355404271023807
2001Q4,0.3482109052119986
2002Q1,0.12857195311888336
2002Q2,0.2688128575359272
2002Q3,0.3408251490224057
2002Q4,0.2917102570126229
2003Q1,0.0913748215976451
2003Q2,0.22214199342649454
2003Q3,0.29514718277501295
2003Q4,0.29605788247633047
2004Q1,0.12472215824854693
2004Q2,0.2170871139580255
2004Q3,0.2955059654503378
2004Q4,0.31122014043918345
2005Q1,0.11487534243099784
2005Q2,0.20438964151874295
2005Q3,0.3178630720569897
2005Q4,0.34295791063858605
2006Q1,0.12857416664402432
2006Q2,0.2323266288539294
2006Q3,0.31112247607196775
2006Q4,0.33663489083743947
2007Q1,0.11324372669869742
2007Q2,0.20819217694267866
2007Q3,0.31392092055002596
2007Q4,0.34367840856635024
2008Q1,0.14648845561036072
2008Q2,0.23337787760955298
2008Q3,0.361948181012961
2008Q4,0.3780156811540092
2009Q1,0.16413279030718098
2009Q2,0.25293652693507696
2009Q3,0.3514052524886013
2009Q4,0.38213421447337304
2010Q1,0.14939905205137993
2010Q2,0.24089728018112933
2010Q3,0.3406297718995255
2010Q4,0.37237359561879124
2011Q1,0.09991055160838425
2011Q2,0.18708896483887738
2011Q3,0.31745322271286014
2011Q4,0.3450631567908813
2012Q1,0.16924802873596878
2012Q2,0.22065108758735352
2012Q3,0.35037675554068226
2012Q4,0.3502336778065107
2013Q1,0.13440802724320466
2013Q2,0.2143611076884433
2013Q3,0.35594170331427755
2013Q4,0.36659453643728135
2014Q1,0.10629488318198987
2014Q2,0.20857648034557918
2014Q3,0.32141637698630543
2014Q4,0.3421537906488137
2015Q1,0.044263436918901
2015Q2,0.10033723216944512
2015Q3,0.27456604135611684
2015Q4,0.33355181187535443
2016Q1,0.13369123156861118
2016Q2,0.2757705814457001
2016Q3,0.3903097343324502
2016Q4,0.4060225412323204
2017Q1,0.15347754601739982
2017Q2,0.23152271242958822
2017Q3,0.4064440116326784
2017Q4,0.48433338828830497
2018Q1,0.21650192697444393
2018Q2,0.2774120099575006
2018Q3,0.4578108232105249
2018Q4,0.5040512378137851
2019Q1,0.20792289533793085
2019Q2,0.2685998290808733
2019Q3,0.4841488995330101
2019Q4,0.5573508456412135
2020Q1,0.2644749168622118
2020Q2,0.2075842866080091
2020Q3,0.05708694104058498
2020Q4,-0.003239663750254085
2021Q1,0.08121774069995702
2021Q2,0.21710643812145047
2021Q3,0.25942217751548924
2021Q4,0.5763435769541525
2022Q1,0.27332890677251864
2022Q2,0.3309418965922184
2022Q3,0.6645205597734627
2022Q4,0.8584284130282338
2023Q1,0.5519684600215458
2023Q2,0.5720516390727015
2023Q3,0.8099997339360954
2023Q4,1.0453022051338579
2024Q1,0.6345897107823406
2024Q2,0.652606736294481
2024Q3,0.6636497413034181
2024Q4,0.5617787595072476
2025Q1,0.19372618759683213
