quarter,cpi_qoq,unemp_qoq,pop_qoq,usgdp_qoq,tpuq_qoq,cons_qoq,gfcf_qoq,gov_cons_qoq,exports_qoq,imports_qoq,cagdp_qoq,M.BCPI_qoq,M.BCNE_qoq,M.ENER_qoq,M.MTLS_qoq,M.FOPR_qoq,M.AGRI_qoq,M.FISH_qoq
1992Q2,0.7202881152460927,3.773584905660377,0.3130495963713953,1.0843032755055937,-11.05309302754256,0.004116268757508479,-0.05053603008601826,-0.005695346123291145,0.027895495877363174,0.010599802060550445,-0.003436883296840776,0.037366740624492856,0.02288934165287171,0.0690607949209503,0.011914512413616407,0.012633530746665178,0.04843558854631036,0.046915159944367124
1992Q3,0.3575685339690215,4.84845454545455,0.3592716003095741,0.9881101865980568,33.37580191307477,0.0053294553538982825,0.026364602281319094,-0.0010972506372031177,0.01516011499497516,0.01646623954333748,0.006622395235485357,0.00550353426015282,-0.007344931685910883,0.03331615132749133,0.018451771192978583,0.0030882332845958427,-0.035083555819242496,-0.1471652593486127
1992Q4,0.3958828186856777,1.7341045474290606,0.3627367465897979,1.0428555994048685,7.163989272532434,0.0036561341842062944,-0.04556816519606954,0.01080703171811237,0.026991664037243623,-0.021014517737214078,0.00906551968293634,-0.009364461738002539,-0.017024612008151863,0.007946321927914113,-0.08249099714392161,0.018336125982535645,-0.0035867270603185952,0.07439762226694646
1993Q1,0.6703470031545589,-5.113637816374372,0.2086978668426553,0.166943722340207,-5.46515772560785,0.005331635234751886,-0.021297631664365824,-0.00473790630549864,0.03557926589577498,0.044386403627663995,-0.002548981468509126,0.04659718767184251,0.09288083694820126,-0.04750419974766651,-0.009406255498260796,0.20817893596243642,0.03313723876912955,0.169449454558108
1993Q2,0.3133568350959681,4.4910193086884265,0.2357290888125529,0.5821709439287392,-11.34935389137456,0.0036383440767444597,0.027236693393001943,0.004642976930089304,0.028243015153396556,0.03095150386894474,0.007685963802744666,-0.03107447114602735,-0.04967312631333165,0.010940678834360451,-0.010807192042846192,-0.11393456236505572,0.013777450375296096,-0.07313771095032406
1993Q3,0.3514252245216731,-1.7191982003433304,0.2933477813817031,0.477154822775705,10.924281411231496,0.006586069981269205,0.026388281079594123,-0.01026628721315781,0.0076502334848811415,0.00576063482869138,0.004980982174787485,-0.03782939330949098,-0.022449480990111126,-0.07092029158613322,-0.00272095689286056,-0.05030927835051546,0.013040318937920903,-0.1663946837596776
1993Q4,0.4669260700389088,-1.166151943484528,0.3550839741961908,1.360149302911906,46.25928033947808,0.002530033187994718,0.01911528382783878,-0.002013388438014019,0.02871235553933893,0.025815441130486505,0.005312550571977326,0.030098090522389098,0.0615909019509282,-0.034150408277753286,-0.03294831311284696,0.1611994894669666,0.010274702905996413,0.10870346598202829
1994Q1,-0.6196746707978096,-2.3599115044247942,0.1707494721766345,0.9703629882517052,-36.28819266773699,0.016212109453908496,0.012173053702582592,-0.010939476464340459,0.006517504791705875,-0.0004993281203446998,0.008852100035330324,0.02633978584269059,0.05992631283014971,-0.04440106162422075,0.08932330827067658,0.05690651558073667,0.042657302400552544,0.0593391070766951
1994Q2,-0.3117692907248837,-3.625378738785101,0.2485662599912341,1.355182630845131,-3.603199271944979,0.001563923255332611,0.036603523463305976,0.0115809250863812,0.06865075797279196,0.045027053552397334,0.018152300701588686,0.002678072802964948,-0.015230410564963104,0.04573811594080568,0.04095343272593421,-0.03557337679046246,-0.03491239693757375,-0.004251691386226275
1994Q3,0.5863956215793609,-4.70219583140935,0.3224601493704959,0.5845845553328566,-18.61267095340786,0.004360255175871686,-0.005619797660070702,0.004478656394224956,0.03866430840160184,0.009177005331272525,0.01133750157902469,-0.0036835909315307003,-0.0007796773553343517,-0.010203834510595255,0.06284653371559923,0.017697934499855794,-0.09153492629531457,0.00788110291534938
1994Q4,0.3886513797124014,-3.618395927103923,0.3300234894629827,1.1455701559946796,30.29136053161836,0.011623855752530332,0.004378243403202475,-0.0021424045062996555,0.03885828585407225,0.04634464294177576,0.006228280321465718,0.00794074299944092,0.03138167321633767,-0.04493071584115638,0.10110156500659517,0.028706879601511748,-0.026721803564306645,-0.007884820631221201
1995Q1,0.9678668215253428,-1.3651843935279515,0.1564799900138691,0.3547805075420518,-22.745942336643708,-0.00038297138785736706,-0.022279665395066317,-0.005822547950671719,0.027261551915989557,0.00019592834398629577,0.002793557268407909,0.027189189870545638,0.04063329619389533,-0.007173233591228012,0.025339679045121466,0.03867309448467715,0.0498425570461114,0.13064501964916886
1995Q2,0.7668711656441785,-1.3840796326671234,0.2389651849079799,0.298322846097121,41.89100549937053,0.007639552925043702,-0.0017337491668119043,-0.003225442887172747,-0.021843222359624548,0.0079771296724509,-0.005757323964683536,0.009179040373051617,0.001083896210328783,0.03298584232165269,-0.022513656600953613,-0.001911752678498413,0.033568214968054955,-0.006922363700794687
1995Q3,0.1902587519025722,-0.7017578947368541,0.310733350219361,0.8507255022384363,-38.92308132304391,0.010828262132060118,-0.0051242151683990045,-0.005901371243693276,0.001034672450572316,-0.004456967994936889,0.004509592314624555,0.033512488144167074,0.0705354195550274,-0.06472268249831381,0.02533649187035647,0.09373239508752529,0.08584603764584275,-0.028605925513142005
1995Q4,0.113938473224473,-1.4134240782128549,0.3206675405226677,0.6790820510536255,-5.96821817643558,0.000360432025180657,0.003619197281924613,-0.006762659066881227,0.03704845794937839,0.010634073962833668,0.007394030539613183,0.023331058662964477,0.011655586664528927,0.05781489263202877,-0.039654285204205,0.03905225697696202,0.014973457807065937,0.002697248906758709
