,REF_DATE,qoq_pct
0,1992Q1,
1,1992Q2,0.7202881152460927
2,1992Q3,0.35756853396902155
3,1992Q4,0.39588281868567776
4,1993Q1,0.6703470031545589
5,1993Q2,0.3133568350959681
6,1993Q3,0.35142522452167313
7,1993Q4,0.46692607003890885
8,1994Q1,-0.6196746707978096
9,1994Q2,-0.3117692907248837
10,1994Q3,0.5863956215793609
11,1994Q4,0.3886513797124014
12,1995Q1,0.9678668215253428
13,1995Q2,0.7668711656441785
14,1995Q3,0.19025875190257224
15,1995Q4,0.11393847322447304
16,1996Q1,0.3793626707131903
17,1996Q2,0.7180650037792891
18,1996Q3,0.18761726078799779
19,1996Q4,0.7490636704119868
20,1997Q1,0.4832713754646667
21,1997Q2,0.14798372179058994
22,1997Q3,0.3324713705209259
23,1997Q4,0.0368188512517964
24,1998Q1,0.5888847994111046
25,1998Q2,2.220446049250313e-14
26,1998Q3,0.1097694840834329
27,1998Q4,0.43859649122803823
28,1999Q1,0.29112081513831267
29,1999Q2,0.7619738751814209
30,1999Q3,0.6481814908174455
31,1999Q4,0.6440071556350624
32,2000Q1,0.6398862424457752
33,2000Q2,0.4592016955139444
34,2000Q3,0.9142053445851062
35,2000Q4,1.0801393728222752
36,2001Q1,0.24129610479144414
37,2001Q2,1.3067400275103225
38,2001Q3,0.03394433129666474
39,2001Q4,-0.5089921954530063
40,2002Q1,0.7162346521146112
41,2002Q2,1.083643752116492
42,2002Q3,1.1055276381909396
43,2002Q4,0.8614976805831454
44,2003Q1,1.2812089356110778
45,2003Q2,-0.5189750243269842
46,2003Q3,0.521682425823311
47,2003Q4,0.42166720726564133
48,2004Q1,0.4844961240310086
49,2004Q2,0.7714561234329675
50,2004Q3,0.25518341307815273
51,2004Q4,0.7636016544702251
52,2005Q1,0.3789074834227746
53,2005Q2,0.4403900597672594
54,2005Q3,0.9708737864077444
55,2005Q4,0.49627791563278123
56,2006Q1,0.6172839506173089
57,2006Q2,0.4294478527607115
58,2006Q3,0.06108735491754391
59,2006Q4,0.27472527472527375
60,2007Q1,1.0654490106545067
61,2007Q2,0.6927710843373402
62,2007Q3,0.029913251570423682
63,2007Q4,0.6877990430622205
64,2008Q1,0.32670032670032434
65,2008Q2,1.3321492007104752
66,2008Q3,1.1685655857434973
67,2008Q4,-0.9818076812012744
68,2009Q1,-0.3207932341790509
69,2009Q2,0.2340550029256816
70,2009Q3,0.23350846468181974
71,2009Q4,0.6406523005241915
72,2010Q1,0.49189814814816213
73,2010Q2,0.0
74,2010Q3,0.719838756118607
75,2010Q4,1.0005717552887594
76,2011Q1,0.7076139258420433
77,2011Q2,0.9555930297920012
78,2011Q3,0.33407572383072903
79,2011Q4,0.638179800221983
80,2012Q1,0.46870692031979466
81,2012Q2,0.05488474204176086
82,2012Q3,0.054854635216639025
83,2012Q4,0.41118421052630527
84,2013Q1,0.40950040950040734
85,2013Q2,-0.16313213703098572
86,2013Q3,0.43572984749455923
87,2013Q4,0.27114967462040784
88,2014Q1,0.7842076798269204
89,2014Q2,0.7512744834988094
90,2014Q3,0.2929427430093279
91,2014Q4,0.13276686139138683
92,2015Q1,-0.10607265977194968
93,2015Q2,0.5840191133527961
94,2015Q3,0.607020321984697
95,2015Q4,0.1836306400839538
96,2016Q1,0.15710919088767206
97,2016Q2,0.6013071895424993
98,2016Q3,0.28586278586277825
99,2016Q4,0.3627882871210186
100,2017Q1,0.6196746707978429
101,2017Q2,0.05132152938156498
102,2017Q3,0.33341882533983735
103,2017Q4,0.8179959100204526
104,2018Q1,0.8113590263691739
105,2018Q2,0.3018108651911433
106,2018Q3,0.6519558676027826
107,2018Q4,0.2740408570005126
108,2019Q1,0.42236024844719555
109,2019Q2,0.816427511133111
110,2019Q3,0.39263803680982257
111,2019Q4,0.41554632119285007
112,2020Q1,0.1703992210321248
113,2020Q2,-0.9720534629404476
114,2020Q3,0.7116564417177784
115,2020Q4,0.8771929824561431
116,2021Q1,0.9661835748792313
117,2021Q2,0.693779904306191
118,2021Q3,1.4017581373247934
119,2021Q4,1.5932521087160145
120,2022Q1,2.052583025830268
121,2022Q2,2.30508474576272
122,2022Q3,0.9719461011707509
123,2022Q4,1.1157295996499617
124,2023Q1,0.7139766334919972
125,2023Q2,0.6659505907626428
126,2023Q3,1.1523687580025532
127,2023Q4,0.611814345991557
128,2024Q1,0.41937513105472224
129,2024Q2,0.5429108373355751
130,2024Q3,0.47767393561786164
131,2024Q4,0.4547333608929227
132,2025Q1,0.7613168724279751
133,2025Q2,0.14294465999593609
134,2025Q3,0.5913539967373538
